id,open_date,type,P1,P2,P3,P4,P5,P6,P7,P8,revenue
17866,11/26/2010,IL,5,5,4,5,0,2,5,3,14030581
76247,07/23/2011,FC,5,4,4,5,0,1,8,5,14961146
98549,08/11/2010,FC,3,4,12,5,0,3,5,5,14964183
90535,03/07/2010,DT,5,4,4,5,3,10,5,3,11528610
81686,10/24/2006,FC,2,4,12,8,0,2,4,7.5,13947539
90006,09/17/2009,FC,5,4,4,4,4,3,4,7.5,13328900
63459,03/01/2008,FC,1,3,12,10,0,3,4,5,13303732
12665,12/18/1998,FC,4,4,4,5,0,5,8,5,12981776
91409,04/08/2010,IL,5,5,3,5,18,4,4,5,10635052
37943,05/01/2009,IL,2,3,3,4,2,2,5,5,12049256
85504,05/01/1997,FC,2,7.5,4,5,0,15,5,5,10028006
44927,04/14/2009,IL,5,4,12,5,0,15,8,5,11383073
88422,12/03/2012,FC,10,6,3,10,0,2,10,5,14217991
8283,08/13/2009,IL,2,4,2,5,0,1,5,4,13894745
1692,01/16/2009,IL,2,4,5,4,0,3,5,2,14067494
89559,09/15/2011,FC,1,4,5,5,0,2,4,3,12817593
79140,10/21/2011,FC,25,3,3,5,0,1,5,4,21525322
66946,10/04/2012,FC,3,5,3,5,4,25,5,4,8396147
45714,06/26/2010,FC,3,4,4,4,4,1,4,5,13227188
15269,05/15/2012,IL,5,4,15,4,0,5,8,5,15003140
73489,01/22/2011,FC,1,5,4,5,0,1,5,3,13257713
80981,11/03/2012,IL,15,4,3,5,0,3,5,5,17194995
77183,11/16/2012,FC,1,4,1,5,0,1,4,6,12301905
38456,06/30/2001,FC,3,6,3,8,3,10,5,4.5,10950996
29651,12/12/2011,FC,25,4,4,10,0,2,4,3,22272867
27240,11/29/2007,FC,5,4,1,8,3,1,10,5,13358074
35478,08/19/2006,FC,5,3,4,5,24,2,8,2,10982076
48964,11/22/2009,FC,2,4,5,5,0,1,5,4,13314757
87402,01/23/2009,FC,15,5,15,5,5,25,5,4,11549290
77378,03/14/2012,IL,4,4,3,4,3,3,10,7.5,12868843
85,09/09/2013,FC,4,4,2,10,0,1,5,5,14309265
86335,10/11/2010,FC,4,3,12,10,4,1,10,5,13832165
74834,04/09/2000,IL,2,4,4,5,0,1,4,5,13404872
10709,07/10/2013,FC,4,4,1,5,0,1,4,4,13797843
70882,05/03/2013,FC,1,4,3,5,0,1,4,4,14182726
43881,07/23/2011,FC,5,6,3,4,0,1,4,5,13604216
95247,05/01/2013,FC,3,5,12,5,0,2,4,5,14062522
35414,10/22/2006,FC,5,3,2,5,0,1,5,2,14895862
32037,12/03/2012,IL,2,4,4,5,0,5,4,2,13367795
69260,11/03/2012,IL,4,7.5,2,5,4,1,5,5,10675418
13737,08/15/2005,FC,2,4,2,8,0,2,5,3,13158807
39803,05/18/1998,FC,3,5,12,4,0,10,5,3,12496770
94902,06/01/2010,FC,5,4,3,5,4,1,5,5,14713250
58809,12/23/2011,FC,3,4,4,5,0,2,5,5,12787499
35854,11/05/2011,FC,5,3,2,10,0,4,5,4,13570028
43133,01/05/2000,IL,1,3,5,4,0,1,5,3,13283355
39712,11/19/2009,IL,4,4,3,5,0,1,5,3,16316151
91637,08/02/2010,IL,5,6,12,4,0,1,5,3,14989217
18236,06/05/2012,FC,25,4,3,4,3,15,5,3,16952040
97529,05/01/2012,FC,5,4,4,5,0,10,5,2,11620321
23252,08/25/2007,FC,2,4,3,5,4,3,8,7.5,12078989
47946,03/06/2013,FC,1,4,5,5,0,5,10,5,12068252
56527,11/22/2012,IL,25,6,3,5,0,1,5,3,22200771
88986,04/28/2012,FC,1,4,4,5,0,3,5,5,12908900
97797,08/08/2013,FC,3,4,4,5,4,3,4,3,12652183
16600,02/07/2007,IL,1,4,6,5,0,2,5,5,12300953
99424,07/16/2012,IL,1,7.5,5,5,0,1,4,3,12687676
59913,04/19/2013,FC,3,4,2,4,0,1,4,5,12844289
26901,05/01/1998,IL,25,4,2,5,18,1,4,7.5,18989971
73457,09/28/2008,FC,4,4,5,5,0,3,5,5,13638732
36506,12/03/2012,IL,1,4,5,5,0,15,5,3,9493990
45086,06/15/2010,FC,3,4,2,5,0,1,8,5,13242165
70031,06/06/2007,IL,3,6,1,5,18,4,4,5,9852346
59984,03/24/2009,FC,2,7.5,3,5,0,2,4,4,12520803
17963,08/14/2009,FC,3,4,4,5,0,15,5,4,10610609
62,11/15/2010,FC,3,4,5,10,0,25,10,3,6835806
74151,12/06/2013,FC,2,4,2,5,0,1,5,6,12745500
14855,08/20/2011,FC,5,5,2,10,2,1,8,3,13811549
45798,08/08/2013,FC,5,4,4,5,0,1,5,5,13727692
55161,07/14/2000,IL,4,4,6,5,3,2,10,5,14128155
20136,12/02/2007,FC,2,6,2,5,4,25,4,2,5782014
98241,09/28/2010,FC,3,4,5,5,5,4,5,7.5,12748894
44719,07/12/2012,FC,25,5,3,5,0,1,5,5,21081314
12925,03/28/2009,IL,3,4,3,4,0,2,5,5,13963805
33365,11/22/2009,IL,3,6,2,5,5,1,5,4,12708213
410,11/22/2012,IL,25,4,4,4,3,4,5,4.5,20615244
41571,02/07/2009,IL,1,6,3,5,3,2,5,5,12501347
9785,08/22/2004,FC,3,6,2,5,0,1,5,4,12771508
54760,12/23/2005,IL,2,4,4,8,3,1,4,6,13817221
34747,04/04/2012,FC,4,4,2,5,0,1,10,3,14291950
42634,02/07/2007,FC,2,5,9,5,3,4,4,5,12398052
66838,01/17/2012,IL,3,4,3,5,0,4,5,5,12845218
69629,07/16/2012,IL,4,4,2,10,0,1,10,1,13664466
85366,06/01/2010,IL,4,4,3,5,18,3,4,4,11884933
77420,08/19/2006,FC,25,4,12,4,4,1,5,5,22440771
25330,01/03/2013,FC,4,4,12,5,30,4,5,3,9982763
18469,05/30/2006,FC,4,5,9,4,0,5,10,4,13540637
17397,07/18/2011,FC,1,7.5,2,5,0,4,5,5,10689423
26549,11/05/2008,IL,1,4,4,5,0,1,10,7.5,12190281
95820,04/09/2000,IL,2,4,2,4,4,1,10,7.5,12464484
4422,06/14/2013,FC,2,4,2,5,0,5,4,4,12149382
79741,03/27/2013,FC,2,5,1,5,5,5,5,4,11495015
65963,09/15/2007,FC,1,4,3,5,0,1,5,5,12959177
79031,12/20/2003,IL,25,6,4,4,5,4,4,6,19553240
41747,09/06/1997,IL,25,4,2,5,4,5,5,2,19444711
34,03/21/2012,FC,5,4,6,4,3,1,4,5,14210197
79021,11/05/2009,IL,5,5,2,10,0,1,5,4,14616728
61273,03/24/2009,FC,1,5,3,4,12,2,5,4.5,10690377
48,09/26/2006,IL,5,4,3,10,0,1,5,1.5,14344013
95562,09/01/2010,FC,2,4,5,4,2,1,4,6,13645303
43702,12/04/2012,IL,3,4,3,5,0,5,5,5,12951242
2870,02/15/2010,IL,25,4,4,4,3,20,8,5,16355749
87220,04/04/2012,FC,2,4,4,5,0,5,4,2,12296861
51269,11/27/2011,IL,4,6,3,5,3,1,5,5,13833513
50822,11/17/1995,IL,1,4,5,5,0,5,5,5,13820831
35638,04/06/1998,IL,1,4,4,5,0,2,4,3,13238916
85576,02/16/2012,FC,1,5,4,4,0,10,10,4,10442012
92313,10/04/2000,FC,5,3,3,5,3,25,4,2,7965970
15988,02/26/2010,FC,5,3,3,5,0,1,5,4,14778720
5823,08/27/1999,FC,4,4,3,5,4,1,5,4,15010540
64326,06/23/2009,FC,3,3,4,5,0,3,4,5,13361776
72527,09/09/2010,FC,5,4,5,5,4,10,4,5,11523033
36982,01/27/2005,FC,1,4,4,4,0,2,5,5,13299649
49326,12/21/2012,FC,1,5,2,5,0,1,4,5,12729534
22200,09/04/2009,FC,3,4,4,5,0,5,5,5,12617692
72298,05/29/2013,IL,3,4,1,5,0,10,4,5,11891370
13099,04/12/2012,IL,4,6,3,5,5,4,8,2,11336066
9854,11/25/2011,FC,2,6,3,5,0,1,8,5,12543040
66158,06/06/2003,FC,5,4,5,5,3,10,4,4,12805445
4086,06/24/2012,FC,4,4,2,4,4,1,4,5,13339515
32016,06/09/2007,FC,2,4,12,5,24,1,5,5,10999965
68927,10/10/2013,IL,1,3,5,5,3,1,5,3,14142563
73811,07/14/2000,IL,1,7.5,2,5,0,3,5,5,11105057
97587,05/15/2012,IL,1,6,2,4,0,1,4,5,12557205
89006,06/01/2009,FC,5,4,2,5,0,5,5,7.5,13106026
31200,07/04/2011,FC,2,5,3,10,0,1,4,2,13132238
82894,11/29/2008,IL,3,6,4,8,4,1,5,5,12909928
23369,11/13/2009,FC,3,4,4,4,0,3,4,3,12872948
3649,09/17/2009,FC,25,5,12,4,0,1,5,2,22023344
6989,09/15/2011,FC,3,4,3,5,0,5,10,5,12867224
47147,11/25/2009,FC,5,4,4,5,5,3,4,4,13015354
37689,06/06/2013,IL,3,4,2,5,0,5,4,4,12096995
58884,01/16/2009,FC,2,5,3,4,3,4,8,3,12351886
99536,05/07/2010,FC,1,4,6,4,3,1,8,3,14783075
30737,03/24/2008,FC,3,6,2,5,0,5,4,3,11819990
57054,03/09/1998,IL,3,6,3,10,0,2,4,5,13621130
47226,07/30/2010,IL,15,4,2,5,0,1,5,6,17671482
55284,04/17/2009,IL,1,4,4,10,0,1,5,2,12688948
72936,12/23/2011,FC,4,4,5,5,3,5,5,5,13097782
83730,12/31/2011,IL,2,5,4,5,3,25,10,5,6239069
21717,04/12/1997,IL,2,6,1,10,0,5,5,3,12402394
34515,03/07/2011,IL,5,4,3,5,18,1,4,7.5,11333190
87936,03/09/1998,IL,3,3,9,5,0,5,5,7.5,14850460
2845,10/18/2012,FC,5,5,2,10,18,25,4,4,5094200
19039,10/15/2011,IL,5,5,2,5,0,3,5,4,11908662
90523,03/18/2011,IL,4,3,3,10,0,1,4,2,15065504
55973,10/23/2004,FC,3,4,5,4,0,1,5,4,13517396
1201,02/16/2012,FC,4,3,4,4,0,3,5,7.5,15571173
23797,03/19/2012,FC,2,4,4,5,0,5,5,5,13866951
78736,05/01/2009,IL,4,7.5,3,5,0,2,8,5,13242290
28330,03/14/2012,IL,1,4,2,5,0,10,5,4,10790911
21899,10/22/2006,FC,5,4,3,5,2,1,4,5,14050562
47724,05/18/1998,IL,2,4,4,8,4,3,5,4,13056206
42065,06/24/2012,FC,3,4,4,5,0,1,5,5,14272881
96590,02/16/2010,FC,1,4,3,4,0,4,5,5,12630058
47107,10/12/2013,FC,2,4,4,5,4,1,5,5,13919524
56018,07/05/1997,FC,3,5,5,5,0,2,6,4,13948072
38290,05/01/1997,IL,5,7.5,2,5,0,25,8,3,7105438
90613,03/07/2010,IL,1,4,4,5,0,1,5,4,13346581
82692,10/11/2010,IL,2,4,2,5,0,1,10,7.5,13031084
80818,09/21/2012,IL,3,4,9,5,3,2,5,2,14261053
17882,12/30/2011,FC,10,7.5,4,5,24,2,5,5,12096892
71788,08/02/2010,FC,15,4,3,4,0,1,5,3,17781020
18330,09/21/2012,IL,2,4,2,4,0,1,5,5,13195282
33907,03/29/2013,FC,1,5,3,5,3,3,5,5,12261461
25666,06/18/2007,FC,5,4,5,4,0,1,4,5,15041363
78959,03/19/2012,IL,5,5,4,5,0,3,5,6,13627660
79709,02/01/2012,FC,4,4,2,5,0,10,4,5,11881681
16190,08/27/1999,FC,5,7.5,4,5,0,1,5,5,13509545
81556,08/07/2013,IL,1,4,6,5,4,4,4,7.5,11601172
66907,05/18/2011,FC,1,5,2,10,4,1,5,4,12185692
61220,02/11/1998,IL,5,4,2,4,0,3,5,2,14923148
43221,07/12/2013,FC,3,4,3,10,0,1,4,4,13638599
59254,04/17/2009,FC,5,4,4,5,3,5,4,5,13724839
32152,10/28/2008,IL,5,6,3,5,0,4,5,5,13267344
93051,12/11/2012,IL,3,4,3,5,3,1,5,5,14084538
15974,06/08/2000,FC,5,4,4,10,0,5,8,5,13348190
71412,01/18/2013,IL,1,4,5,5,3,3,5,4,12173059
8265,01/17/2012,IL,2,2,4,5,0,15,4,5,9842366
99585,05/01/2009,FC,3,7.5,2,4,3,2,4,3,12687202
81947,03/05/2012,FC,2,3,2,5,0,4,4,5,12570358
17274,04/03/2010,FC,5,4,3,4,4,25,4,5,7595624
28096,10/26/2009,IL,3,4,4,5,0,1,5,5,13065855
33668,07/20/2007,FC,2,3,4,5,4,5,4,5,11504699
40944,08/06/2009,FC,5,4,3,4,12,3,5,5,12650052
82896,07/18/2011,FC,4,3,2,5,0,1,4,3,14037798
21446,04/09/2011,IL,10,6,3,4,3,4,4,5,15719809
77377,07/30/2010,FC,3,7.5,4,5,4,25,4,4,6609825
66811,05/01/1998,FC,3,4,4,5,0,1,10,5,14266779
49240,09/26/2009,FC,3,4,2,4,24,1,8,5,10090399
33506,12/06/2013,IL,3,5,4,10,0,3,4,2,13060499
88849,07/20/2007,FC,2,4,5,5,0,1,4,4,14414618
1237,02/29/2012,FC,1,6,2,5,4,1,5,4,12001204
222,05/30/2006,FC,2,5,1,5,0,5,4,5,12357470
94363,03/17/2007,IL,5,4,5,4,0,10,4,5,12455559
32029,09/26/2003,FC,2,4,5,5,0,1,4,5,13940869
29851,10/18/2012,IL,5,6,2,5,0,1,4,5,15156697
20644,10/24/2006,FC,1,5,3,8,0,1,4,4,13865769
68749,09/19/2009,FC,2,3,3,5,0,5,4,4,12659558
60395,04/17/2009,FC,3,4,2,4,3,1,4,5,13451745
5558,02/19/2010,FC,1,4,2,5,0,1,5,7.5,13651666
48008,10/04/2012,FC,5,6,3,4,3,25,5,6,6679619
2022,12/20/2003,IL,4,4,4,5,4,1,4,6,14390827
80653,05/01/2009,IL,5,4,4,5,18,1,4,5,12484295
44140,06/13/2009,FC,25,6,4,5,0,2,8,3,20308251
48612,02/19/2004,FC,20,4,2,5,0,1,5,7.5,19865540
18107,10/11/2010,IL,3,4,4,5,2,2,8,3,13871516
4181,02/26/2011,IL,4,5,4,4,0,5,10,4.5,13254007
50092,02/21/2013,FC,2,6,12,4,0,1,4,2,14347892
74733,11/22/2012,IL,3,5,9,5,0,1,8,3,14961104
23547,04/22/2010,IL,5,4,6,4,0,1,5,6,14636635
41526,10/22/2006,IL,10,5,3,5,3,2,5,5,15913196
6391,10/05/2010,IL,5,5,2,10,0,1,5,5,14630979
5193,08/26/2000,IL,15,4,4,10,0,1,4,3,18233875
82617,04/19/2013,FC,2,6,4,5,0,1,4,5,11577952
18595,10/14/2013,IL,1,5,2,4,0,1,5,3,13189777
61396,07/05/1997,FC,4,3,12,4,0,1,5,5,14563634
44877,05/16/2008,FC,1,4,2,5,0,1,5,2,13717018
11861,12/02/2007,FC,1,4,9,4,0,5,4,7.5,12474947
53472,11/05/2008,IL,1,7.5,2,5,0,1,10,5,12775696
78102,10/18/2012,FC,15,4,4,4,0,1,5,3,18759134
67448,02/16/2012,FC,5,4,4,5,3,1,8,5,14688509
14520,02/26/1998,IL,20,4,12,5,0,1,5,7.5,20070453
89990,01/01/2000,IL,3,4,4,5,4,1,4,3,13548571
6794,05/24/2007,IL,4,3,2,10,0,1,4,3,14019649
27829,07/09/2013,IL,1,4,4,4,0,3,10,3,12525869
59242,03/17/2007,IL,25,4,3,5,0,2,5,5,21898429
92126,11/05/2011,IL,2,4,12,5,0,1,10,4,14773233
74472,09/28/2010,IL,4,4,3,5,1,1,10,7.5,13954437
33167,09/14/2009,IL,1,4,4,4,0,2,10,4,12761355
85770,10/06/2007,FC,3,4,4,5,3,1,8,5,17476119
83463,11/21/1999,FC,5,4,9,5,0,4,4,2,13269295
5579,09/03/2010,FC,1,4,3,5,5,1,4,3,12933304
82046,10/14/2013,FC,2,4,5,5,3,1,4,5,13597033
1283,11/03/2012,IL,5,4,4,8,18,1,5,5,10222391
14152,02/19/2004,FC,1,4,2,4,0,1,5,3,12853405
46506,03/31/2011,FC,2,5,12,5,0,1,5,5,14088516
57275,01/22/2013,FC,2,6,4,5,0,1,8,3,13950047
52671,04/04/2012,FC,3,7.5,2,5,3,1,5,4,12476381
91295,02/15/2010,DT,25,7.5,4,5,3,3,5,5,19694968
18813,08/25/2006,FC,3,4,12,5,0,2,4,4,15584929
6062,07/23/2011,FC,10,6,3,5,0,5,5,4,14417830
92680,02/26/1998,IL,1,4,1,5,0,1,4,4,12745896
97917,08/01/2010,FC,3,6,12,5,0,5,4,4.5,13191403
20170,11/25/2008,IL,5,4,4,5,0,5,5,5,12637981
74727,06/06/2003,FC,5,4,1,5,0,1,5,7.5,14527978
95263,02/16/2007,FC,4,4,1,5,0,5,4,4,12650149
41958,09/09/2005,IL,3,4,4,5,24,3,4,5,10232857
49061,03/24/2008,FC,1,4,2,4,24,3,4,5,8976873
67573,06/07/2013,FC,1,3,9,4,0,1,5,3,13503503
66370,03/16/2006,IL,25,4,2,8,0,4,5,3,20968875
77123,10/25/2013,FC,5,3,1,5,4,1,8,5,14070543
3056,12/16/2009,IL,3,5,2,5,3,3,5,4,12462143
97466,12/08/2012,FC,5,3,1,5,0,3,5,4,14208428
91790,02/09/2000,FC,1,6,2,5,4,1,5,3,12041162
53631,03/17/2007,IL,4,4,12,5,4,1,5,4,14722338
46757,01/15/2013,FC,5,4,4,5,5,1,4,5,14083772
43205,09/15/2007,FC,1,6,3,5,0,1,10,5,12686151
34204,02/15/2010,IL,2,4,1,5,0,1,5,3,13101998
17909,03/30/2002,FC,25,4,3,5,0,2,4,5,21867105
1269,09/21/2012,FC,2,4,6,5,3,1,5,4,14569616
99342,12/04/1999,FC,4,4,12,10,0,2,5,3,14877037
18177,03/19/2012,FC,5,6,6,5,3,2,5,4,13982496
96803,04/01/2000,FC,2,5,15,4,0,2,4,4,14135927
40873,04/04/2012,FC,5,4,3,4,2,10,4,5,10865105
985,08/15/2005,IL,3,4,4,5,5,1,5,3,12792690
34998,10/23/2004,FC,1,3,3,5,3,1,5,5,12680556
22254,02/11/1998,IL,2,4,2,4,0,1,4,5,13208161
62542,04/28/2012,IL,10,4,2,5,0,1,5,3,15919183
43738,09/09/2010,IL,4,4,2,10,0,2,4,5,13611082
91852,11/27/2008,FC,20,4,1,8,24,1,4,5,16236985
83668,11/19/2009,IL,4,4,3,8,0,10,10,4,11080620
32006,06/08/2000,FC,5,4,4,10,0,5,5,3,13353186
60413,05/06/2013,IL,4,5,2,4,4,1,5,2,13583073
69557,07/30/2010,IL,1,4,1,5,4,2,10,2,12368953
13731,02/07/2007,FC,3,3,3,5,4,5,5,4,12156072
48209,07/10/2013,IL,5,4,3,5,0,1,8,5,14884069
22358,10/10/2011,IL,2,4,5,8,4,3,4,3,12678777
16722,07/10/2013,FC,25,7.5,4,5,0,1,5,4,21231628
79223,06/05/1999,FC,2,4,2,5,0,5,4,5,12208028
18973,09/26/2003,FC,4,5,4,10,0,3,5,3,13419844
81535,09/26/2003,IL,3,5,3,4,4,5,5,5,11870573
32324,06/04/1996,IL,15,3,3,5,18,2,4,4,15205471
78851,07/18/2011,FC,5,5,4,5,0,1,5,5,15387610
73521,04/03/2010,FC,4,4,4,4,0,15,5,4,10221266
77727,02/26/1998,FC,3,6,1,5,4,3,8,1,12562873
95938,07/22/2010,IL,10,4,12,5,0,5,4,4,15346285
64366,12/21/2012,FC,1,4,2,4,0,1,4,5,12839386
11614,03/18/2011,IL,1,4,2,4,12,1,4,5,11714207
74874,09/09/2010,FC,3,4,3,10,4,5,4,7.5,12017706
64988,10/17/1995,FC,5,4,3,5,0,1,8,5,13798839
51470,03/05/2012,FC,1,4,5,4,0,1,4,5,13856336
68095,03/05/1996,IL,2,5,2,5,0,2,5,5,13295924
19551,05/12/2013,IL,20,5,3,5,5,1,10,5,18339922
96085,12/23/2011,FC,3,4,2,5,0,5,5,3,12430318
43016,12/07/2008,IL,4,4,3,5,0,1,5,5,14403687
88805,10/06/2007,FC,5,6,12,5,0,1,4,4,15366965
26906,09/09/2010,FC,1,4,4,5,0,2,8,5,13305676
99033,04/12/1997,FC,20,5,3,4,0,1,8,5,19740068
27931,07/20/2007,IL,2,5,4,4,3,5,5,7.5,9615118
59410,06/24/2012,FC,1,4,5,4,5,2,4,3,10478156
76761,10/12/2013,FC,2,4,4,4,0,2,4,5,13497985
85677,12/28/2011,IL,5,4,3,5,4,1,5,5,14187696
94281,11/21/1999,FC,5,4,4,5,0,2,4,5,14861953
22537,05/01/2012,FC,1,3,4,5,0,5,5,5,12486379
33804,04/14/2010,IL,5,4,3,5,0,2,4,5,14389863
621,08/01/2000,FC,20,4,3,5,5,1,4,5,18402370
93048,05/15/2012,IL,2,6,1,5,3,25,5,4,7765594
41216,09/23/2008,FC,4,6,6,5,0,1,4,6,13166533
25802,09/14/2009,IL,1,5,5,10,4,4,10,3,11608411
93736,09/10/1998,DT,2,4,4,5,0,5,4,3,13394712
73081,11/27/2008,FC,5,6,4,5,3,1,10,4,14419264
7882,01/05/2000,IL,1,4,4,8,2,5,10,3,12095250
62977,09/08/2010,IL,5,3,6,5,24,2,5,5,11710375
12518,08/02/1995,FC,20,6,4,5,0,1,5,2,19312493
87210,12/20/1997,IL,2,4,4,5,3,2,5,3,12220695
71878,07/23/2011,FC,3,4,2,5,24,1,5,5,10398518
34295,07/22/2010,IL,15,5,4,5,0,2,5,4,17099030
56155,11/19/2009,IL,3,4,2,5,4,3,5,1,12860916
32665,04/09/2011,FC,3,4,4,8,3,5,4,4,12919338
12116,12/07/2008,IL,3,5,3,4,0,2,10,5,13742205
3687,11/27/2011,IL,25,4,5,5,0,5,5,6,19805917
5736,03/01/2008,FC,5,6,2,5,2,25,5,3,7497089
53710,02/16/2007,FC,3,4,6,5,0,5,4,4,10694936
71336,01/16/1999,FC,2,3,4,5,0,5,5,5,12625687
88184,03/24/2008,FC,5,6,12,5,2,4,4,5,14046726
9011,10/28/2008,IL,2,5,4,5,4,1,4,7.5,12685596
53860,03/24/2008,FC,3,3,3,5,0,3,4,3,12920954
11763,06/28/2012,FC,5,4,3,10,0,1,10,7.5,14363170
36654,05/06/2013,IL,5,7.5,4,10,0,2,10,5,13654729
52039,09/28/2010,FC,2,4,3,10,0,3,10,5,12935615
70470,09/23/2008,FC,20,5,2,4,0,5,5,4,18163705
51485,06/13/2009,FC,5,4,5,5,5,2,5,6,13599486
56081,06/23/2009,FC,5,5,2,5,0,25,5,5,7836847
